question,answer
سؤال 128--, چنانكه نپوشاندن وجه و كفّين (صورت و دستها تا مچ) فسادي را براي زن در جامعه به بار آورد آيا پوشاندن وجه و كفّين واجب مي شود؟جواب:
سؤال 129--, دندانهاي غير طبيعي (مصنوعي) اگر از اجزاي غير حلال گوشت باشد آيا براي نماز اشكال دارد؟جواب:
سؤال 130--, آيا پوشش زن در نماز بايد طوري باشد كه از هيچ طرف، بدن او ديده نشود؟ و آيا پوشاندن زينت و زيورهاي صورت و دست در نماز در جايي كه نامحرم نيست لازم است؟جواب:
سؤال 131--, در جايي كه نامحرم به قصد ريبه و تلذّذ به زن نگاه مي كند و يا صورت و كفّين او زينت دارد و بدون پوشاندن آنها نماز مي خواند، نمازش چه حكمي دارد؟جواب:
سؤال 132--, منظور از اينكه فرموده اند پوشيدن لباس مخصوص مرد براي زن و بالعكس اشكال دارد چه نوع لباسي است لطفا توضيح فرماييد؟جواب:
سؤال 133--, پوشيدن لباس سياه در عزاي امام حسين و ديگر ائمه (عليهم السلام) چنانچه صاحب حدائق فرموده رجحان شرعي دارد يا خير؟جواب:
سؤال 134--, از آنجا كه مسأله حجاب يك امر ضروري اسلام است و از آنجا كه بايد حدود و قوانين اسلامي در كشور جمهوري اسلامي خصوصا در شهرهاي مذهبي از جمله شهر مقدّس قم رعايت شود كه بحمد اللّه اين قوانين اسلامي تا به امروز در شهر مقدّس قم رعايت شده اما متأسفانه اين روزها در اين شهر مقدّس اعمال ناشايستي مشاهده مي شود كه در شأن و مقام و منزلت اين شهر مقدّس نيست لذا كراراً مشاهده مي شود كه اعمال ناشايستي در وسايل نقليّه خصوصاً در كاروانهاي عروسي كه از مقابل حرم مطهّر حضرت معصومه (عليها السلام) عبور مي كنند انجام مي شود و يا به طور كلّي در مكانهاي مقدّسي از جمله در مسجد مقدّس جمكران كه مورد لطف و مرحمت پروردگار و حضرت بقيه اللّه الاعظم (عجل اللّهتعالي فرجه الشريف) بوده صورت مي گيرد كه واقعاً جاي تأسف و نگراني است چرا كه مقام و منزلت اين شهر بالاتر و والاتر از آن است كه اجازه بدهد اين گونه اعمال در آن صورت گيرد لذا از آنجا كه مراجع بزرگوار هميشه و در هر حال به فرياد و كمك انقلاب و اسلام مي رسند و با فتاواي دندان شكن خود مشت محكمي بر دهان استكبار جهاني مي زنند بر آن شديم كه فتواي صريح حضرتعالي را در خصوص اين مسأله در شهر مقدس قم بدانيم.جواب:
سؤال 135--, اشخاصي كه عمل جرّاحي روده بزرگ انجام داده اند و محلّ خروج مدفوع را بسته و مدفوع توسط كيسه اي جمع آوري مي گردد در موقع نماز تكليفشان چيست؟جواب:
سؤال 136--, مدالهاي طلا كه ورزشكاران مي گيرند و به گردن آنها مي آويزند چه حكمي دارد؟جواب:
سؤال 137--, حجاب از نظر اسلام چيست و چه نوع پوششي براي زنو مرد حجاب است آيا موهاي مصنوعي كه بعضي از زنها بر سر مي گذارند حجاب موهاي طبيعي آنها حساب مي شود؟جواب:
سؤال 138--, آيا اشكال دارد كه مردها در خانه دمپايي هاي زنان را بپوشند و يا بالعكس؟جواب:
سؤال 139--, آيا بودن پرده و ديوار بين زنان و مردان در حال نماز خواندن و موعظه كردن لزومي دارد؟جواب:
سؤال 140--, آيا گذشت زمان حكم زمين غصبي را عوض مي كند؟جواب:
سؤال 141--, خواندن نماز در اماكن و ادارات دولتي كه استيجاري مي باشد و مالكش مصرّ به تخليه است و اظهار عدم رضايت مي كند در صورتي كه به علت ناچاري ساختم ان هنوز تحت اختيار ارگانهاي دولتي مي باشد چه حكمي دارد؟جواب:
سؤال 142--, آيامي توان روي فرشي كه قسمت كمي از آن با پول حرام رفو شده است نماز خواند يا همان قسمت خاص اشكال دارد؟جواب:
سؤال 143--, در دانشگاه معمولا مكاني را براي نماز اختصاص مي دهند آيا بردانشجويان لازم است كه به خاطر نماز خواندن در اين مكانها مبلغي به فقرا بدهند به اعتبار اين كه اين مكانها مجهول المالك است و آيا اين مسأله در مورد تدريس در دانشگاه هم صادق است؟جواب:
سؤال 144--, شخصي در زمان طاغوت يك عدد بليط بخت آزمايي به قيمت 5 تومان خريد و مبلغ 100 هزار تومان برنده شد و با آن خانه اي تهيه كرد، آيا نماز خواندن در اين خانه جايز است؟جواب:
سؤال 145--, آيا در ساختن مسجد رضايت همسايگان شرط مي باشد؟جواب:
سؤال 146--, در يكي از روستاهاي لارستان به نام شرقويه يك حمّام قديمي بوده كه حدود بيست سال است مورد استفادهقرار نگرفته بود يكي از مؤمنين آن را خراب كرده و اكنون به صورت زمين مي باشد چنانچه اجازه بفرماييد چون در حريم مسجد جامع روستاي مذكور قرار گرفته مقداري از اين زمين براي احداث توالت ودستشويي براي مسجد و بقيّه، راه عبور مردم گردد؟جواب:
سؤال 147--, آيا تطهير ظاهر مسجدي كه از مصالح متنجّس ساخته شده كفايت مي كند؟جواب:
سؤال 148--, آيا در زميني كه وقف عزاداري سيّد الشّهداء (عليه السلام) شده است مي توان مسجدي احداث كرد؟جواب:
سؤال 149--, آيا وسايلي را كه متعلّق به مسجد است ولي مورد نياز نيست، مي توان فروخت و پول آن را خرج مسجد كرد؟جواب:
سؤال 150--, اگر با وامبانك زميني را براي احداث مسجد بخرند اقساط وام پرداخت نشود آيا بانك مي تواند براي استيفاي وام خود در زمين مسجد تصرف نمايد؟جواب:
سؤال 151--, آيا نمايش فيلم در مساجد جايز است؟جواب:
سؤال 152--, آيا تخريب مسجد قريه متروكه جايز است؟جواب:
سؤال 153--, پولهاي ختم و فاتحه خواني بايد به چه مصرفي برسد؟ آيا خادم هم حقّي دارد؟جواب:
سؤال 154--, مساجدي كه در خيابانها واقع مي شود و همچنين مساجدي كه در بيابانها و قراي متروكه واقع شده و به هيچ وجه براي نماز قابل استفاده نيست و گاه مركزي براي حيوانات نجس و آلودگيهاي ديگر مي شود حكمش چيست؟جواب:
